Start Time	01/01/2010	01/01/2011	01/01/2012	01/01/2013	01/01/2014	01/01/2015	01/01/2016	01/01/2017	01/01/2018	01/01/2019	01/01/2020	01/01/2021	01/01/2022	01/01/2023	01/01/2024	01/01/2025	01/01/2026	01/01/2027	01/01/2028	01/01/2029	01/01/2030	01/01/2031	01/01/2032	01/01/2033	01/01/2034	01/01/2035	01/01/2036	01/01/2037	01/01/2038	01/01/2039	01/01/2040	01/01/2041	01/01/2042	01/01/2043	01/01/2044	01/01/2045	01/01/2046	01/01/2047	01/01/2048	01/01/2049	01/01/2050	01/01/2051	01/01/2052	01/01/2053	01/01/2054	01/01/2055	01/01/2056	01/01/2057	01/01/2058	01/01/2059	01/01/2060	01/01/2061	01/01/2062	01/01/2063	01/01/2064	01/01/2065	01/01/2066	01/01/2067	01/01/2068	01/01/2069	01/01/2070	01/01/2071	01/01/2072	01/01/2073	01/01/2074	01/01/2075	01/01/2076	01/01/2077	01/01/2078	01/01/2079	01/01/2080	01/01/2081	01/01/2082	01/01/2083	01/01/2084	01/01/2085	01/01/2086	01/01/2087	01/01/2088	01/01/2089	01/01/2090	01/01/2091	01/01/2092	01/01/2093	01/01/2094	01/01/2095	01/01/2096	01/01/2097	01/01/2098	01/01/2099	01/01/2100
DE Onshore BW_Ulm 2258 48.5 10.0 100M Generator NWST	240.0751521	240.0751521	240.0751521	240.0751521	240.0751521	240.0751521	240.0751521	240.0751521	240.0751521	240.0751521	240.0751521	241.2942208	240.2976744	276.3199127	273.7952044	273.1981313	273.6802049	270.6483029	267.2733387	261.4081801	256.6054081	253.475998	254.2522216	253.1505942	252.4794488	253.0048404	252.1201488	251.9066026	253.7641159	255.5029924	253.9641037	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715																															
DE Onshore BW_Ulm 2347 49.0 10.0 100M Generator NWST	240.0751521	240.0751521	240.0751521	240.0751521	240.0751521	240.0751521	240.0751521	240.0751521	240.0751521	240.0751521	240.0751521	241.2942208	240.2976744	276.3199127	273.7952044	273.1981313	273.6802049	270.6483029	267.2733387	261.4081801	256.6054081	253.475998	254.2522216	253.1505942	252.4794488	253.0048404	252.1201488	251.9066026	253.7641159	255.5029924	253.9641037	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715	254.221715																															
RLF	2862.096515	2862.096515	2862.096515	2862.096515	2862.096515	2862.096515	2862.096515	2862.096515	2862.096515	2862.096515	2862.096515	3005.667878	3179.517961	3295.999787	3348.405408	3396.42046	3439.964677	3480.297486	3518.603393	3555.27608	3590.059279	3623.326887	3690.587321	3757.791752	3824.996183	3892.200614	3959.349041	4026.665479	4093.813906	4160.962333	4228.166764	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771																															
BW	6272.097587	6272.097587	6272.097587	6272.097587	6272.097587	6272.097587	6272.097587	6272.097587	6272.097587	6272.097587	6272.097587	6417.143745	6660.959603	6780.980594	6870.749265	6952.837967	7027.076283	7095.58473	7160.392472	7222.241429	7280.661366	7336.297087	7472.48202	7608.55356	7744.6251	7880.69664	8016.654787	8152.953113	8288.91126	8424.869408	8560.940948	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734																															
BY	13861.86273	13861.86273	13861.86273	13861.86273	13861.86273	13861.86273	13861.86273	13861.86273	13861.86273	13861.86273	13861.86273	14682.70627	15312.00958	15649.83556	15830.68671	15985.17959	16112.86244	16219.7262	16312.51783	16393.31153	16460.58796	16516.41882	16823.01592	17129.35773	17435.69954	17742.04136	18048.12788	18354.98027	18661.06679	18967.15332	19273.49513	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057																															
DE PVSAT BV 2172 48.0 11.875 Generator	6930.931367	6930.931367	6930.931367	6930.931367	6930.931367	6930.931367	6930.931367	6930.931367	6930.931367	6930.931367	6930.931367	7341.353133	7656.00479	7824.917779	7915.343356	7992.589796	8056.431219	8109.863101	8156.258913	8196.655763	8230.293978	8258.209411	8411.507959	8564.678866	8717.849772	8871.020678	9024.063942	9177.490133	9330.533397	9483.576661	9636.747567	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852																															
DE PVSAT BV 2438 49.5 11.25 Generator	6930.931367	6930.931367	6930.931367	6930.931367	6930.931367	6930.931367	6930.931367	6930.931367	6930.931367	6930.931367	6930.931367	7341.353133	7656.00479	7824.917779	7915.343356	7992.589796	8056.431219	8109.863101	8156.258913	8196.655763	8230.293978	8258.209411	8411.507959	8564.678866	8717.849772	8871.020678	9024.063942	9177.490133	9330.533397	9483.576661	9636.747567	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852	9637.002852																															
DE PVSAT BW 2168 48.0 9.375 Generator	3136.048794	3136.048794	3136.048794	3136.048794	3136.048794	3136.048794	3136.048794	3136.048794	3136.048794	3136.048794	3136.048794	3208.571872	3330.479802	3390.490297	3435.374633	3476.418983	3513.538141	3547.792365	3580.196236	3611.120714	3640.330683	3668.148543	3736.24101	3804.27678	3872.31255	3940.34832	4008.327394	4076.476557	4144.45563	4212.434704	4280.470474	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867																															
DE PVSAT BW 2346 49.0 9.375 Generator	3136.048794	3136.048794	3136.048794	3136.048794	3136.048794	3136.048794	3136.048794	3136.048794	3136.048794	3136.048794	3136.048794	3208.571872	3330.479802	3390.490297	3435.374633	3476.418983	3513.538141	3547.792365	3580.196236	3611.120714	3640.330683	3668.148543	3736.24101	3804.27678	3872.31255	3940.34832	4008.327394	4076.476557	4144.45563	4212.434704	4280.470474	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867	4280.583867																															
DE PVSAT RF 2342 49.0 6.875 Generator	954.0321716	954.0321716	954.0321716	954.0321716	954.0321716	954.0321716	954.0321716	954.0321716	954.0321716	954.0321716	954.0321716	1001.889293	1059.83932	1098.666596	1116.135136	1132.140153	1146.654892	1160.099162	1172.867798	1185.092027	1196.686426	1207.775629	1230.195774	1252.597251	1274.998728	1297.400205	1319.783014	1342.221826	1364.604635	1386.987444	1409.388921	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257																															
DE PVSAT RF 2520 50.0 6.875 Generator	954.0321716	954.0321716	954.0321716	954.0321716	954.0321716	954.0321716	954.0321716	954.0321716	954.0321716	954.0321716	954.0321716	1001.889293	1059.83932	1098.666596	1116.135136	1132.140153	1146.654892	1160.099162	1172.867798	1185.092027	1196.686426	1207.775629	1230.195774	1252.597251	1274.998728	1297.400205	1319.783014	1342.221826	1364.604635	1386.987444	1409.388921	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257																															
DE PVSAT RF 2523 50.0 8.75 Generator	954.0321716	954.0321716	954.0321716	954.0321716	954.0321716	954.0321716	954.0321716	954.0321716	954.0321716	954.0321716	954.0321716	1001.889293	1059.83932	1098.666596	1116.135136	1132.140153	1146.654892	1160.099162	1172.867798	1185.092027	1196.686426	1207.775629	1230.195774	1252.597251	1274.998728	1297.400205	1319.783014	1342.221826	1364.604635	1386.987444	1409.388921	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257	1409.426257																															
