Start Time	2010-01-01	2011-01-01	2012-01-01	2013-01-01	2014-01-01	2015-01-01	2016-01-01	2017-01-01	2018-01-01	2019-01-01	2020-01-01	2021-01-01	2022-01-01	2023-01-01	2024-01-01	2025-01-01	2026-01-01	2027-01-01	2028-01-01	2029-01-01	2030-01-01	2031-01-01	2032-01-01	2033-01-01	2034-01-01	2035-01-01	2036-01-01	2037-01-01	2038-01-01	2039-01-01	2040-01-01	2041-01-01	2042-01-01	2043-01-01	2044-01-01	2045-01-01	2046-01-01	2047-01-01	2048-01-01	2049-01-01	2050-01-01	2051-01-01	2052-01-01	2053-01-01	2054-01-01	2055-01-01	2056-01-01	2057-01-01	2058-01-01	2059-01-01	2060-01-01	2061-01-01	2062-01-01	2063-01-01	2064-01-01	2065-01-01	2066-01-01	2067-01-01	2068-01-01	2069-01-01	2070-01-01	2071-01-01	2072-01-01	2073-01-01	2074-01-01	2075-01-01	2076-01-01	2077-01-01	2078-01-01	2079-01-01	2080-01-01	2081-01-01	2082-01-01	2083-01-01	2084-01-01	2085-01-01	2086-01-01	2087-01-01	2088-01-01	2089-01-01	2090-01-01	2091-01-01	2092-01-01	2093-01-01	2094-01-01	2095-01-01	2096-01-01	2097-01-01	2098-01-01	2099-01-01	2100-01-01
DE Offshore Baltic_Sea 3327 54.5 10.625 100M Generator NWST	1	1	1	1	1	1	1	1	1	1	1	25	21.75	34.25	45	54.75	65.75	66.75	66.75	66.75	66.75	45.75	25	25	25	25	25	25	82.5	137.5	137.5	72.25	75.75	79.75	83.75	87.75	92.25	96.75	101.75	106.75	112	117.75	123.5	129.75	136.25	143	150.25	157.75	165.5	174	182.5	191.75	201.25	211.25	222	233	244.75	256.75	269.75	283.25	297.5	312.25	327.75	344.25	361.5	379.75	398.5	418.5	439.25	461.25	484.5	508.75	534	560.75	588.75	618.25	649.25	681.75	715.5	751.5	789.25	828.5	869.75	913.5	959.25	1007	1057.5	1110.25	1165.75	1224	1285.5
DE Offshore Baltic_Sea 3331 54.5 13.125 100M Generator NWST	1	1	1	1	1	1	1	1	1	1	1	25	21.75	34.25	45	54.75	65.75	66.75	66.75	66.75	66.75	45.75	25	25	25	25	25	25	82.5	137.5	137.5	72.25	75.75	79.75	83.75	87.75	92.25	96.75	101.75	106.75	112	117.75	123.5	129.75	136.25	143	150.25	157.75	165.5	174	182.5	191.75	201.25	211.25	222	233	244.75	256.75	269.75	283.25	297.5	312.25	327.75	344.25	361.5	379.75	398.5	418.5	439.25	461.25	484.5	508.75	534	560.75	588.75	618.25	649.25	681.75	715.5	751.5	789.25	828.5	869.75	913.5	959.25	1007	1057.5	1110.25	1165.75	1224	1285.5
DE Offshore Baltic_Sea 3422 55.0 14.375 100M Generator NWST	1	1	1	1	1	1	1	1	1	1	1	25	21.75	34.25	45	54.75	65.75	66.75	66.75	66.75	66.75	45.75	25	25	25	25	25	25	82.5	137.5	137.5	72.25	75.75	79.75	83.75	87.75	92.25	96.75	101.75	106.75	112	117.75	123.5	129.75	136.25	143	150.25	157.75	165.5	174	182.5	191.75	201.25	211.25	222	233	244.75	256.75	269.75	283.25	297.5	312.25	327.75	344.25	361.5	379.75	398.5	418.5	439.25	461.25	484.5	508.75	534	560.75	588.75	618.25	649.25	681.75	715.5	751.5	789.25	828.5	869.75	913.5	959.25	1007	1057.5	1110.25	1165.75	1224	1285.5
DE Offshore Baltic_Sea 3510 55.5 13.75 100M Generator NWST	1	1	1	1	1	1	1	1	1	1	1	25	21.75	34.25	45	54.75	65.75	66.75	66.75	66.75	66.75	45.75	25	25	25	25	25	25	82.5	137.5	137.5	72.25	75.75	79.75	83.75	87.75	92.25	96.75	101.75	106.75	112	117.75	123.5	129.75	136.25	143	150.25	157.75	165.5	174	182.5	191.75	201.25	211.25	222	233	244.75	256.75	269.75	283.25	297.5	312.25	327.75	344.25	361.5	379.75	398.5	418.5	439.25	461.25	484.5	508.75	534	560.75	588.75	618.25	649.25	681.75	715.5	751.5	789.25	828.5	869.75	913.5	959.25	1007	1057.5	1110.25	1165.75	1224	1285.5
DE Offshore North_Sea_Bottom_Corner 3235 54.0 8.75 100M Generator NWST	1	1	1	1	1	1	1	1	1	1	1	36.36363636	31.90909091	49.63636364	65.45454545	79.72727273	95.54545455	97	97.09090909	97.09090909	97.09090909	66.72727273	36.36363636	36.36363636	36.36363636	36.36363636	36.36363636	36.36363636	120	200	200	105.0909091	110.3636364	115.8181818	121.7272727	127.7272727	134.0909091	140.8181818	147.9090909	155.2727273	163	171.1818182	179.7272727	188.7272727	198.1818182	208.0909091	218.4545455	229.3636364	240.9090909	252.9090909	265.5454545	278.8181818	292.8181818	307.4545455	322.7272727	339	355.8181818	373.7272727	392.2727273	412	432.5454545	454.1818182	476.9090909	500.8181818	525.7272727	552.0909091	579.7272727	608.6363636	639.0909091	671.0909091	704.6363636	739.8181818	776.8181818	815.6363636	856.4545455	899.2727273	944.2727273	991.4545455	1041	1093.090909	1147.727273	1205.181818	1265.363636	1328.636364	1395.090909	1464.818182	1538.090909	1614.909091	1695.727273	1780.545455	1869.545455
DE Offshore North_Sea_Far 3409 55.0 6.25 100M Generator NWST	1	1	1	1	1	1	1	1	1	1	1	36.36363636	31.90909091	49.63636364	65.45454545	79.72727273	95.54545455	97	97.09090909	97.09090909	97.09090909	66.72727273	36.36363636	36.36363636	36.36363636	36.36363636	36.36363636	36.36363636	120	200	200	105.0909091	110.3636364	115.8181818	121.7272727	127.7272727	134.0909091	140.8181818	147.9090909	155.2727273	163	171.1818182	179.7272727	188.7272727	198.1818182	208.0909091	218.4545455	229.3636364	240.9090909	252.9090909	265.5454545	278.8181818	292.8181818	307.4545455	322.7272727	339	355.8181818	373.7272727	392.2727273	412	432.5454545	454.1818182	476.9090909	500.8181818	525.7272727	552.0909091	579.7272727	608.6363636	639.0909091	671.0909091	704.6363636	739.8181818	776.8181818	815.6363636	856.4545455	899.2727273	944.2727273	991.4545455	1041	1093.090909	1147.727273	1205.181818	1265.363636	1328.636364	1395.090909	1464.818182	1538.090909	1614.909091	1695.727273	1780.545455	1869.545455
DE Offshore North_Sea_Middle 3322 54.5 7.5 100M Generator NWST	1	1	1	1	1	1	1	1	1	1	1	36.36363636	31.90909091	49.63636364	65.45454545	79.72727273	95.54545455	97	97.09090909	97.09090909	97.09090909	66.72727273	36.36363636	36.36363636	36.36363636	36.36363636	36.36363636	36.36363636	120	200	200	105.0909091	110.3636364	115.8181818	121.7272727	127.7272727	134.0909091	140.8181818	147.9090909	155.2727273	163	171.1818182	179.7272727	188.7272727	198.1818182	208.0909091	218.4545455	229.3636364	240.9090909	252.9090909	265.5454545	278.8181818	292.8181818	307.4545455	322.7272727	339	355.8181818	373.7272727	392.2727273	412	432.5454545	454.1818182	476.9090909	500.8181818	525.7272727	552.0909091	579.7272727	608.6363636	639.0909091	671.0909091	704.6363636	739.8181818	776.8181818	815.6363636	856.4545455	899.2727273	944.2727273	991.4545455	1041	1093.090909	1147.727273	1205.181818	1265.363636	1328.636364	1395.090909	1464.818182	1538.090909	1614.909091	1695.727273	1780.545455	1869.545455
DE Offshore North_Sea_Middle 3323 54.5 8.125 100M Generator NWST	1	1	1	1	1	1	1	1	1	1	1	36.36363636	31.90909091	49.63636364	65.45454545	79.72727273	95.54545455	97	97.09090909	97.09090909	97.09090909	66.72727273	36.36363636	36.36363636	36.36363636	36.36363636	36.36363636	36.36363636	120	200	200	105.0909091	110.3636364	115.8181818	121.7272727	127.7272727	134.0909091	140.8181818	147.9090909	155.2727273	163	171.1818182	179.7272727	188.7272727	198.1818182	208.0909091	218.4545455	229.3636364	240.9090909	252.9090909	265.5454545	278.8181818	292.8181818	307.4545455	322.7272727	339	355.8181818	373.7272727	392.2727273	412	432.5454545	454.1818182	476.9090909	500.8181818	525.7272727	552.0909091	579.7272727	608.6363636	639.0909091	671.0909091	704.6363636	739.8181818	776.8181818	815.6363636	856.4545455	899.2727273	944.2727273	991.4545455	1041	1093.090909	1147.727273	1205.181818	1265.363636	1328.636364	1395.090909	1464.818182	1538.090909	1614.909091	1695.727273	1780.545455	1869.545455
DE Offshore North_Sea_Middle 3410 55.0 6.875 100M Generator NWST	1	1	1	1	1	1	1	1	1	1	1	36.36363636	31.90909091	49.63636364	65.45454545	79.72727273	95.54545455	97	97.09090909	97.09090909	97.09090909	66.72727273	36.36363636	36.36363636	36.36363636	36.36363636	36.36363636	36.36363636	120	200	200	105.0909091	110.3636364	115.8181818	121.7272727	127.7272727	134.0909091	140.8181818	147.9090909	155.2727273	163	171.1818182	179.7272727	188.7272727	198.1818182	208.0909091	218.4545455	229.3636364	240.9090909	252.9090909	265.5454545	278.8181818	292.8181818	307.4545455	322.7272727	339	355.8181818	373.7272727	392.2727273	412	432.5454545	454.1818182	476.9090909	500.8181818	525.7272727	552.0909091	579.7272727	608.6363636	639.0909091	671.0909091	704.6363636	739.8181818	776.8181818	815.6363636	856.4545455	899.2727273	944.2727273	991.4545455	1041	1093.090909	1147.727273	1205.181818	1265.363636	1328.636364	1395.090909	1464.818182	1538.090909	1614.909091	1695.727273	1780.545455	1869.545455
DE Offshore North_Sea_Middle 3411 55.0 7.5 100M Generator NWST	1	1	1	1	1	1	1	1	1	1	1	36.36363636	31.90909091	49.63636364	65.45454545	79.72727273	95.54545455	97	97.09090909	97.09090909	97.09090909	66.72727273	36.36363636	36.36363636	36.36363636	36.36363636	36.36363636	36.36363636	120	200	200	105.0909091	110.3636364	115.8181818	121.7272727	127.7272727	134.0909091	140.8181818	147.9090909	155.2727273	163	171.1818182	179.7272727	188.7272727	198.1818182	208.0909091	218.4545455	229.3636364	240.9090909	252.9090909	265.5454545	278.8181818	292.8181818	307.4545455	322.7272727	339	355.8181818	373.7272727	392.2727273	412	432.5454545	454.1818182	476.9090909	500.8181818	525.7272727	552.0909091	579.7272727	608.6363636	639.0909091	671.0909091	704.6363636	739.8181818	776.8181818	815.6363636	856.4545455	899.2727273	944.2727273	991.4545455	1041	1093.090909	1147.727273	1205.181818	1265.363636	1328.636364	1395.090909	1464.818182	1538.090909	1614.909091	1695.727273	1780.545455	1869.545455
DE Offshore North_Sea_Near 3412 55.0 8.125 100M Generator NWST	1	1	1	1	1	1	1	1	1	1	1	36.36363636	31.90909091	49.63636364	65.45454545	79.72727273	95.54545455	97	97.09090909	97.09090909	97.09090909	66.72727273	36.36363636	36.36363636	36.36363636	36.36363636	36.36363636	36.36363636	120	200	200	105.0909091	110.3636364	115.8181818	121.7272727	127.7272727	134.0909091	140.8181818	147.9090909	155.2727273	163	171.1818182	179.7272727	188.7272727	198.1818182	208.0909091	218.4545455	229.3636364	240.9090909	252.9090909	265.5454545	278.8181818	292.8181818	307.4545455	322.7272727	339	355.8181818	373.7272727	392.2727273	412	432.5454545	454.1818182	476.9090909	500.8181818	525.7272727	552.0909091	579.7272727	608.6363636	639.0909091	671.0909091	704.6363636	739.8181818	776.8181818	815.6363636	856.4545455	899.2727273	944.2727273	991.4545455	1041	1093.090909	1147.727273	1205.181818	1265.363636	1328.636364	1395.090909	1464.818182	1538.090909	1614.909091	1695.727273	1780.545455	1869.545455
DE Offshore North_Sea_Near_Mid_West  3234 54.0 8.125 100M Generator NWST	1	1	1	1	1	1	1	1	1	1	1	36.36363636	31.90909091	49.63636364	65.45454545	79.72727273	95.54545455	97	97.09090909	97.09090909	97.09090909	66.72727273	36.36363636	36.36363636	36.36363636	36.36363636	36.36363636	36.36363636	120	200	200	105.0909091	110.3636364	115.8181818	121.7272727	127.7272727	134.0909091	140.8181818	147.9090909	155.2727273	163	171.1818182	179.7272727	188.7272727	198.1818182	208.0909091	218.4545455	229.3636364	240.9090909	252.9090909	265.5454545	278.8181818	292.8181818	307.4545455	322.7272727	339	355.8181818	373.7272727	392.2727273	412	432.5454545	454.1818182	476.9090909	500.8181818	525.7272727	552.0909091	579.7272727	608.6363636	639.0909091	671.0909091	704.6363636	739.8181818	776.8181818	815.6363636	856.4545455	899.2727273	944.2727273	991.4545455	1041	1093.090909	1147.727273	1205.181818	1265.363636	1328.636364	1395.090909	1464.818182	1538.090909	1614.909091	1695.727273	1780.545455	1869.545455
DE Offshore North_Sea_Near_Very_West 3231 54.0 6.25 100M Generator NWST	1	1	1	1	1	1	1	1	1	1	1	36.36363636	31.90909091	49.63636364	65.45454545	79.72727273	95.54545455	97	97.09090909	97.09090909	97.09090909	66.72727273	36.36363636	36.36363636	36.36363636	36.36363636	36.36363636	36.36363636	120	200	200	105.0909091	110.3636364	115.8181818	121.7272727	127.7272727	134.0909091	140.8181818	147.9090909	155.2727273	163	171.1818182	179.7272727	188.7272727	198.1818182	208.0909091	218.4545455	229.3636364	240.9090909	252.9090909	265.5454545	278.8181818	292.8181818	307.4545455	322.7272727	339	355.8181818	373.7272727	392.2727273	412	432.5454545	454.1818182	476.9090909	500.8181818	525.7272727	552.0909091	579.7272727	608.6363636	639.0909091	671.0909091	704.6363636	739.8181818	776.8181818	815.6363636	856.4545455	899.2727273	944.2727273	991.4545455	1041	1093.090909	1147.727273	1205.181818	1265.363636	1328.636364	1395.090909	1464.818182	1538.090909	1614.909091	1695.727273	1780.545455	1869.545455
DE Offshore North_Sea_Near_West 3233 54.0 7.5 100M Generator NWST	1	1	1	1	1	1	1	1	1	1	1	36.36363636	31.90909091	49.63636364	65.45454545	79.72727273	95.54545455	97	97.09090909	97.09090909	97.09090909	66.72727273	36.36363636	36.36363636	36.36363636	36.36363636	36.36363636	36.36363636	120	200	200	105.0909091	110.3636364	115.8181818	121.7272727	127.7272727	134.0909091	140.8181818	147.9090909	155.2727273	163	171.1818182	179.7272727	188.7272727	198.1818182	208.0909091	218.4545455	229.3636364	240.9090909	252.9090909	265.5454545	278.8181818	292.8181818	307.4545455	322.7272727	339	355.8181818	373.7272727	392.2727273	412	432.5454545	454.1818182	476.9090909	500.8181818	525.7272727	552.0909091	579.7272727	608.6363636	639.0909091	671.0909091	704.6363636	739.8181818	776.8181818	815.6363636	856.4545455	899.2727273	944.2727273	991.4545455	1041	1093.090909	1147.727273	1205.181818	1265.363636	1328.636364	1395.090909	1464.818182	1538.090909	1614.909091	1695.727273	1780.545455	1869.545455
DE Offshore North_Sea_Very_Far 3408 55.0 5.625 100M Generator NWST	1	1	1	1	1	1	1	1	1	1	1	36.36363636	31.90909091	49.63636364	65.45454545	79.72727273	95.54545455	97	97.09090909	97.09090909	97.09090909	66.72727273	36.36363636	36.36363636	36.36363636	36.36363636	36.36363636	36.36363636	120	200	200	105.0909091	110.3636364	115.8181818	121.7272727	127.7272727	134.0909091	140.8181818	147.9090909	155.2727273	163	171.1818182	179.7272727	188.7272727	198.1818182	208.0909091	218.4545455	229.3636364	240.9090909	252.9090909	265.5454545	278.8181818	292.8181818	307.4545455	322.7272727	339	355.8181818	373.7272727	392.2727273	412	432.5454545	454.1818182	476.9090909	500.8181818	525.7272727	552.0909091	579.7272727	608.6363636	639.0909091	671.0909091	704.6363636	739.8181818	776.8181818	815.6363636	856.4545455	899.2727273	944.2727273	991.4545455	1041	1093.090909	1147.727273	1205.181818	1265.363636	1328.636364	1395.090909	1464.818182	1538.090909	1614.909091	1695.727273	1780.545455	1869.545455
DE Onshore North Total	16173.13947	17655.82552	19138.51157	20621.19763	22103.88368	23586.56973	25069.25579	26551.94184	28034.62789	29517.31395	31000	32331.45208	33828.96499	35207.12168	36586.01971	38084.27396	39702.62579	40825.76047	41647.16855	41806.5573	41677.56361	41730.19897	41858.45131	41676.82227	41565.62081	41652.35795	41507.05472	41471.47025	41777.64492	42063.80333	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536
Lower Saxony	0	0	0	0	0	0	0	0	0	0	11742.8296	12026.17635	12628.0523	13259.93177	13699.74604	14139.30985	14559.66148	14665.23737	14689.07896	14495.85938	14293.85432	14244.51104	14288.13224	14226.22443	14188.50829	14218.03355	14168.31682	14156.31623	14260.70232	14358.42142	14271.94097	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878
Brandenburg	0	0	0	0	0	0	0	0	0	0	7467.460075	7714.49934	8274.214093	8666.835059	8939.788137	9246.621788	9730.487441	10322.10258	10773.16648	11062.90247	11107.67359	11116.79962	11150.84278	11102.52826	11073.09356	11096.13587	11057.3356	11047.97001	11129.43573	11205.69834	11138.20667	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517
